y	intercept	f1	f2	f3	f4
28.352788825904195	1.0	0.3844401880804734	0.3610425381441903	1.9520607009024387	0.13468728238997962
23.516683055676804	1.0	0.460945308716157	1.707639482464447	1.438895121208416	1.7299224905127892
24.175981541463877	1.0	0.23027393462135515	0.31557563889628026	1.6225327065214192	1.598517490259364
26.69844889525863	1.0	0.6069958704540837	0.00805867780034042	1.1551747349635653	0.3193479657645444
19.363347166556498	1.0	0.9232875438087729	0.6918593704110525	0.29182187582488905	0.6014751058040366
29.24158317697803	1.0	0.2211063448564058	0.44081543332876205	2.5119426987327356	1.4548523620542213
25.658520667229535	1.0	0.143990204710312	0.43443340767191363	2.2007770153058592	1.9159056235371228
23.235187612718402	1.0	0.8968992173116217	2.1637477061424724	0.3406523955046371	0.3474182306063722
15.808084344197036	1.0	0.6711565084772826	0.8709219069744178	0.0009279337361027817	0.8013493608641793
28.53551937297623	1.0	0.4133668910924674	1.152747532921273	2.5639441348659804	0.6916373594435843
25.228424310590924	1.0	0.18762645105029851	0.37766808915151207	1.920985496016168	0.07489729889823993
33.98215439602129	1.0	0.6194840551333846	2.986885748163026	2.756611918641661	1.868982372603368
31.087156847148414	1.0	0.5140464698617203	1.362894015000529	2.7765936604374324	0.43253162106120047
33.569584186198085	1.0	0.3857017674302209	0.5038918032081882	2.7504645347249213	0.727507518814946
15.099437471222574	1.0	0.09063521116295337	1.3484428283806222	0.28495135107170944	1.7326459979824134
26.024961624220417	1.0	0.5369863893827606	0.9490235999914461	1.6342334403980732	0.7752224614277277
19.344508773017303	1.0	0.3546172497447734	2.512583348235825	0.09845126190766451	1.4836996277619743
28.71691091703628	1.0	0.39149515852666306	2.748750445036955	2.899421773971863	1.1997622276239837
33.6017869880811	1.0	0.7276798164620463	0.7413143799893482	2.1315800383876	0.02115386806765973
18.039711265464735	1.0	0.1201562213800188	1.4043186615784902	1.258975351778506	0.8542121705343555
27.178015152925486	1.0	0.5008176800077756	2.673047370962303	1.7646624961444153	1.6086474521651946
21.43451651331798	1.0	0.1669513190718308	2.1309796016880553	2.1414810963576847	0.9971870141768373
18.741652951670964	1.0	0.3915283849895803	2.2627565831426484	0.10160725201191978	1.0814834104989044
30.335210663921643	1.0	0.8141988692460449	2.119932289890638	1.6390521435468604	0.23243234729371776
36.413769221664765	1.0	0.7393333493165545	0.043276289667655066	1.8315370630457917	1.666821504017177
25.523073047591694	1.0	0.38601873310649704	2.3843172611074728	2.0715815948616387	0.8413740074038596
31.291102153422173	1.0	0.5233402749488194	0.5282583816100511	2.1410231229742385	0.39204838958188315
16.835552341848697	1.0	0.6452820607084978	0.3389488790332639	0.2543454909320606	1.6520125752241261
28.01353190252339	1.0	0.5366795123650313	2.2272807763138416	2.0280196847739265	1.2576678642713137
30.81684814057522	1.0	0.49770573308206756	2.672246371359076	2.8191428118916178	0.43989667827015033
32.62673376007029	1.0	0.9735104129662694	1.9812407156403642	1.6334890535279958	1.0440203937549486
31.73795223513264	1.0	0.5564088806318002	2.440106011877036	2.825113449793873	0.4648004295917487
30.228655544555053	1.0	0.4766028253111486	1.3683089304921552	2.7135158681801794	1.9246743867343894
24.585142455769624	1.0	0.42242636239738984	2.268242657106576	1.6981082745869407	0.6264983197530771
26.451136094108783	1.0	0.7229998502790825	1.90069023385179	1.2356198534956613	1.1322192290678867
25.15412996655863	1.0	0.41808412499068137	0.9867526931726971	1.7938105946852614	1.9649182698261738
29.241180034634368	1.0	0.5189529374240722	2.174565076375603	2.448078784288713	0.527080308075887
30.408824014262624	1.0	0.9203613809901604	0.4338436846054958	1.3479059653282124	1.9328144671263723
19.08964599495566	1.0	0.028182289116420622	2.893923810432506	1.0656218279045104	1.7889818832972608
39.841190311033316	1.0	0.580240361965369	0.19332019713571424	2.5904691694518602	1.4914408391450418
17.8171602397208	1.0	0.07973637992216887	1.3997561053965546	1.351216138956501	1.3774888034093784
